🐋央视频道,#genre#
CCTV-13,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8?
CCTV-13,https://live-play.cctvnews.cctv.com/cctv/merge_cctv13.m3u8
CCTV-13,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8
CCTV-13,http://223.95.111.98:5555/newlive/live/hls/13/live.m3u8
CCTV-14,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8
CCTV-14,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226193/index.m3u8
CCTV-14,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000008170&livemode=1&stbId=3
CCTV-14,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226193/index.m3u8?
CCTV-15,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225785/index.m3u8?
CCTV-15,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225785/index.m3u8
CCTV-15,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000002000008163&livemode=1&stbId=3
CCTV-15,http://111.40.196.31:443/PLTV/88888888/224/3221225500/1.m3u8
CCTV-16,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8
CCTV-16,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8
CCTV-16,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8?
CCTV-16,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8
CCTV-16,http://111.20.40.160/PLTV/88888893/224/3221226921/index.m3u8
CCTV-17,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8
CCTV-17,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226198/index.m3u8
CCTV-17,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000005000056836&livemode=1&stbId=3

CCTV-1,http://cntv.lat/tv/live.php?auth=231110&id=cctv1HD
CCTV-2,http://cntv.lat/tv/live.php?auth=231110&id=cctv2HD
CCTV-3,http://cntv.lat/tv/live.php?auth=231110&id=cctv3HD
CCTV-4,http://cntv.lat/tv/live.php?auth=231110&id=cctv4HD
CCTV-5,http://cntv.lat/tv/live.php?auth=231110&id=cctv5HD
CCTV-5+,http://cntv.lat/tv/live.php?auth=231110&id=cctv5SportHD
CCTV-6,http://cntv.lat/tv/live.php?auth=231110&id=cctv6HD
CCTV-7,http://cntv.lat/tv/live.php?auth=231110&id=cctv7HD
CCTV-8,http://cntv.lat/tv/live.php?auth=231110&id=cctv8HD
CCTV-9,http://cntv.lat/tv/live.php?auth=231110&id=cctv9HD
CCTV-10,http://cntv.lat/tv/live.php?auth=231110&id=cctv10HD
CCTV-11,http://cntv.lat/tv/live.php?auth=231110&id=cctv11HD
CCTV-12,http://cntv.lat/tv/live.php?auth=231110&id=cctv12HD
CCTV-13,http://cntv.lat/tv/live.php?auth=231110&id=CCTVNewsHD
CCTV-14,http://cntv.lat/tv/live.php?auth=231110&id=cctvseHD
CCTV-15,http://cntv.lat/tv/live.php?auth=231110&id=cctv15HD
CCTV-16,http://cntv.lat/tv/live.php?auth=231110&id=cctv16HD
CCTV-17,http://cntv.lat/tv/live.php?auth=231110&id=cctv17HD
CCTV-4K,http://cntv.lat/tv/live.php?auth=231110&id=CCTV4K
CCTV-16,http://cntv.lat/tv/live.php?auth=231110&id=CCTV16_4K

CCTV-1,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225804/1.m3u8
CCTV-2,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226195/1.m3u8
CCTV-2,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226224/1.m3u8
CCTV-4,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226191/1.m3u8
CCTV-5,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226395/1.m3u8
CCTV-5,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226395/1.m3u8
CCTV-5+,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225761/1.m3u8
CCTV-5+,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225761/1.m3u8
CCTV-6,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226393/1.m3u8
CCTV-7,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226192/1.m3u8
CCTV-8,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226012/1.m3u8
CCTV-8,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226391/1.m3u8
CCTV-8,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226012/1.m3u8
CCTV-8,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226391/1.m3u8
CCTV-9,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226197/1.m3u8
CCTV-9,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226197/1.m3u8
CCTV-10,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226189/1.m3u8
CCTV-13,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226233/1.m3u8
CCTV-13,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226233/1.m3u8
CCTV-14,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226193/1.m3u8
CCTV-15,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225785/1.m3u8
CCTV-16,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226921/1.m3u8

CCTV-2,http://1.195.111.251:11190/tsfile/live/0002_1.m3u8
CCTV-3,http://1.195.111.251:11190/tsfile/live/0003_1.m3u8
CCTV-4,http://1.195.111.251:11190/tsfile/live/0004_1.m3u8
CCTV-5,http://1.195.111.251:11190/tsfile/live/0005_1.m3u8
CCTV-6,http://1.195.111.251:11190/tsfile/live/0006_1.m3u8
CCTV-7,http://1.195.111.251:11190/tsfile/live/0007_1.m3u8
CCTV-8,http://1.195.111.251:11190/tsfile/live/0008_1.m3u8
CCTV-9,http://1.195.111.251:11190/tsfile/live/0009_1.m3u8
CCTV-10,http://1.195.111.251:11190/tsfile/live/0010_1.m3u8
CCTV-11,http://1.195.111.251:11190/tsfile/live/0011_1.m3u8
CCTV-12,http://1.195.111.251:11190/tsfile/live/0012_1.m3u8
CCTV-13,https://live-play.cctvnews.cctv.com/cctv/merge_cctv13.m3u8
CCTV-13,http://1.195.111.251:11190/tsfile/live/0013_1.m3u8
CCTV-14,http://1.195.111.251:11190/tsfile/live/0014_1.m3u8
CCTV-15,http://1.195.111.251:11190/tsfile/live/0015_1.m3u8

CCTV-1,http://222.71.90.218:8888/newlive/live/hls/2/live.m3u8
CCTV-5,http://222.71.90.218:8888/newlive/live/hls/6/live.m3u8
CCTV-6,http://222.71.90.218:8888/newlive/live/hls/7/live.m3u8
CCTV-10,http://222.71.90.218:8888/newlive/live/hls/11/live.m3u8
CCTV-14,http://222.71.90.218:8888/newlive/live/hls/15/live.m3u8

CCTV-1,http://59.47.226.94:8880/sql/2592/hls.m3u8
CCTV-2,http://59.47.226.94:8880/sql/2593/hls.m3u8
CCTV-3,http://59.47.226.94:8880/sql/2594/hls.m3u8
CCTV-4,http://59.47.226.94:8880/sql/2595/hls.m3u8
CCTV-5,http://59.47.226.94:8880/sql/2596/hls.m3u8
CCTV-6,http://59.47.226.94:8880/sql/2597/hls.m3u8
CCTV-7,http://59.47.226.94:8880/sql/2598/hls.m3u8
CCTV-8,http://59.47.226.94:8880/sql/2599/hls.m3u8
CCTV-9,http://59.47.226.94:8880/sql/2600/hls.m3u8
CCTV-10,http://59.47.226.94:8880/sql/2601/hls.m3u8
CCTV-11,http://59.47.226.94:8880/sql/2602/hls.m3u8
CCTV-12,http://59.47.226.94:8880/sql/2603/hls.m3u8
CCTV-13,http://59.47.226.94:8880/sql/2604/hls.m3u8
CCTV-14http://59.47.226.94:8880/sql/2605/hls.m3u8
CCTV-15,http://59.47.226.94:8880/sql/2606/hls.m3u8


CCTV-4K,http://liveop.cctv.cn/hls/4KHD/playlist.m3u8   
CCTV-4K,http://liveop.cctv.cn/hls/4KHD/playlist.m3u8?zzhongd
CCTV-11,http://59.47.226.94:8880/sql/2602/hls.m3u8
CCTV-16,https://live.goodiptv.club/api/bestv.php?id=cctv16hd8m/8000000 
CCTV-16,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8?

CCTV-1,http://183.196.25.171:808/hls/1/index.m3u8
CCTV-2,http://183.196.25.171:808/hls/2/index.m3u8
CCTV-3,http://183.196.25.171:808/hls/75/index.m3u8
CCTV-4,http://183.196.25.171:808/hls/4/index.m3u8
CCTV-5,http://183.196.25.171:808/hls/78/index.m3u8
CCTV-6,http://183.196.25.171:808/hls/76/index.m3u8
CCTV-7,http://183.196.25.171:808/hls/7/index.m3u8
CCTV-8,http://183.196.25.171:808/hls/77/index.m3u8
CCTV-9,http://183.196.25.171:808/hls/9/index.m3u8
CCTV-10,http://183.196.25.171:808/hls/10/index.m3u8
CCTV-11,http://183.196.25.171:808/hls/11/index.m3u8
CCTV-12,http://183.196.25.171:808/hls/12/index.m3u8
CCTV-13,http://183.196.25.171:808/hls/13/index.m3u8
CCTV-14,http://183.196.25.171:808/hls/14/index.m3u8
CCTV-15,http://183.196.25.171:808/hls/15/index.m3u8
CCTV-17,http://183.196.25.171:808/hls/93/index.m3u8

CCTV-1,http://iptv.eatuo.com:9901/tsfile/live/1010_1.m3u8
CCTV-2,http://iptv.eatuo.com:9901/tsfile/live/1011_1.m3u8
CCTV-3,http://iptv.eatuo.com:9901/tsfile/live/1012_1.m3u8
CCTV-4,http://iptv.eatuo.com:9901/tsfile/live/1013_1.m3u8
CCTV-5,http://iptv.eatuo.com:9901/tsfile/live/1014_1.m3u8
CCTV-5+,http://iptv.eatuo.com:9901/tsfile/live/1015_1.m3u8
CCTV-6,http://iptv.eatuo.com:9901/tsfile/live/1016_1.m3u8
CCTV-7,http://iptv.eatuo.com:9901/tsfile/live/1017_1.m3u8
CCTV-8,http://iptv.eatuo.com:9901/tsfile/live/1018_1.m3u8
CCTV-9,http://iptv.eatuo.com:9901/tsfile/live/1019_1.m3u8
CCTV-10,http://iptv.eatuo.com:9901/tsfile/live/1020_1.m3u8
CCTV-11,http://iptv.eatuo.com:9901/tsfile/live/1021_1.m3u8
CCTV-12,http://iptv.eatuo.com:9901/tsfile/live/1022_1.m3u8
CCTV-13,http://iptv.eatuo.com:9901/tsfile/live/1023_1.m3u8
CCTV-14,http://iptv.eatuo.com:9901/tsfile/live/1024_1.m3u8
CCTV-15,http://iptv.eatuo.com:9901/tsfile/live/1025_1.m3u8

CCTV-1,http://china.733240.com/cqyx.php?id=cctv1HD
CCTV-2,http://china.733240.com/cqyx.php?id=cctv2HD
CCTV-3,http://china.733240.com/cqyx.php?id=cctv3HD
CCTV-4,http://china.733240.com/cqyx.php?id=cctv4HD
CCTV-5,http://china.733240.com/cqyx.php?id=cctv5HD
CCTV-5+,http://china.733240.com/cqyx.php?id=cctv5SportHD
CCTV-6,http://china.733240.com/cqyx.php?id=cctv6HD
CCTV-7,http://china.733240.com/cqyx.php?id=cctv7HD
CCTV-8,http://china.733240.com/cqyx.php?id=cctv8HD
CCTV-9,http://china.733240.com/cqyx.php?id=cctv9HD
CCTV-10,http://china.733240.com/cqyx.php?id=cctv10HD
CCTV-11,http://china.733240.com/cqyx.php?id=cctv11HD
CCTV-12,http://china.733240.com/cqyx.php?id=cctv12HD
CCTV-13,http://china.733240.com/cqyx.php?id=CCTVNewsHD
CCTV-14,http://china.733240.com/cqyx.php?id=cctvseHD
CCTV-15,http://china.733240.com/cqyx.php?id=cctv15HD
CCTV-16,http://china.733240.com/cqyx.php?id=cctv16HD
CCTV-17,http://china.733240.com/cqyx.php?id=cctv17HD
CCTV-4K,http://china.733240.com/cqyx.php?id=CCTV4K
CCTV-16,http://china.733240.com/cqyx.php?id=CCTV16_4k

CCTV4K,http://svip.weixine.net:88/uploads/itvbox/tv/ysp.php?id=cctv4k
CCTV8K,http://svip.weixine.net:88/uploads/itvbox/tv/ysp.php?id=cctv8k
CCTV1,http://svip.weixine.net:88/uploads/itvbox/tv/ysp.php?id=cctv1
CCTV2,http://svip.weixine.net:88/uploads/itvbox/tv/ysp.php?id=cctv2
CCTV3,http://svip.weixine.net:88/uploads/itvbox/tv/ysp.php?id=cctv3
CCTV4,http://svip.weixine.net:88/uploads/itvbox/tv/ysp.php?id=cctv4
CCTV4欧洲,http://39.136.18.105/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226266/1/index.m3u8?fmt=ts2hls
CCTV4美洲,http://39.136.18.105/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226300/1/index.m3u8?fmt=ts2hls
CCTV5,http://svip.weixine.net:88/uploads/itvbox/tv/ysp.php?id=cctv5
CCTV5+,http://svip.weixine.net:88/uploads/itvbox/tv/ysp.php?id=cctv5p
CCTV6,http://svip.weixine.net:88/uploads/itvbox/tv/ysp.php?id=cctv6
CCTV7,http://svip.weixine.net:88/uploads/itvbox/tv/ysp.php?id=cctv7
CCTV8,http://svip.weixine.net:88/uploads/itvbox/tv/ysp.php?id=cctv8
CCTV9,http://svip.weixine.net:88/uploads/itvbox/tv/ysp.php?id=cctv9
CCTV10,http://svip.weixine.net:88/uploads/itvbox/tv/ysp.php?id=cctv10
CCTV11,http://svip.weixine.net:88/uploads/itvbox/tv/ysp.php?id=cctv11
CCTV12,http://svip.weixine.net:88/uploads/itvbox/tv/ysp.php?id=cctv12
CCTV13,http://svip.weixine.net:88/uploads/itvbox/tv/ysp.php?id=cctv13
CCTV14,http://svip.weixine.net:88/uploads/itvbox/tv/ysp.php?id=cctv14
CCTV15,http://svip.weixine.net:88/uploads/itvbox/tv/ysp.php?id=cctv15
CCTV16,http://svip.weixine.net:88/uploads/itvbox/tv/ysp.php?id=cctv16
CCTV16-4K,http://svip.weixine.net:88/uploads/itvbox/tv/ysp.php?id=cctv16-4k
CCTV-17,http://svip.weixine.net:88/uploads/itvbox/tv/ysp.php?id=cctv17
CCTV兵器科技,http://svip.weixine.net:88/uploads/itvbox/tv/ysp.php?id=bqkj
CCTV第一剧场,http://svip.weixine.net:88/uploads/itvbox/tv/ysp.php?id=dyjc
CCTV怀旧剧场,http://svip.weixine.net:88/uploads/itvbox/tv/ysp.php?id=hjhc
CCTV风云剧场,http://svip.weixine.net:88/uploads/itvbox/tv/ysp.php?id=fyjc
CCTV风云音乐,http://svip.weixine.net:88/uploads/itvbox/tv/ysp.php?id=fyyy
CCTV风云足球,http://svip.weixine.net:88/uploads/itvbox/tv/ysp.php?id=fyzq
CCTV电视指南,http://svip.weixine.net:88/uploads/itvbox/tv/ysp.php?id=dszn
CCTV女性时尚,http://svip.weixine.net:88/uploads/itvbox/tv/ysp.php?id=nxss
CCTV央视文化精品,http://svip.weixine.net:88/uploads/itvbox/tv/ysp.php?id=whjp
CCTV世界地理,http://svip.weixine.net:88/uploads/itvbox/tv/ysp.php?id=sjdl
CCTV高尔夫网球,http://svip.weixine.net:88/uploads/itvbox/tv/ysp.php?id=gefwq
CCTV央视台球,http://svip.weixine.net:88/uploads/itvbox/tv/ysp.php?id=ystq
CCTV卫生健康,http://svip.weixine.net:88/uploads/itvbox/tv/ysp.php?id=wsjk
CGTN,http://svip.weixine.net:88/uploads/itvbox/tv/ysp.php?id=cgtn
CGTN纪录,http://svip.weixine.net:88/uploads/itvbox/tv/ysp.php?id=cgtnjl
CGTN西语,http://svip.weixine.net:88/uploads/itvbox/tv/ysp.php?id=cgtne
CGTN法语,http://svip.weixine.net:88/uploads/itvbox/tv/ysp.php?id=cgtnf
CGTN阿语,http://svip.weixine.net:88/uploads/itvbox/tv/ysp.php?id=cgtna
CGTN俄语,http://svip.weixine.net:88/uploads/itvbox/tv/ysp.php?id=cgtnr

CCTV风云剧场,http://cntv.lat/tv/live.php?auth=231110&id=fyjcHD
CCTV第一剧场,http://cntv.lat/tv/live.php?auth=231110&id=diyijuchangHD
CCTV女性时尚,http://cntv.lat/tv/live.php?auth=231110&id=nvxing
CCTV怀旧剧场,http://cntv.lat/tv/live.php?auth=231110&id=hjjcHD
CCTV风云音乐,http://cntv.lat/tv/live.php?auth=231110&id=fyyyHD
CCTV央视台球,http://cntv.lat/tv/live.php?auth=231110&id=ystqHD
CCTV风云足球,http://cntv.lat/tv/live.php?auth=231110&id=fyzqHD
CCTV文化精品,http://cntv.lat/tv/live.php?auth=231110&id=yswhHD
CCTV高尔夫网球,http://cntv.lat/tv/live.php?auth=231110&id=golfHD
CCTV兵器科技,http://cntv.lat/tv/live.php?auth=231110&id=bqkjHD

CCTV风云剧场,http://hls.live.cqccn.com/__cl/cg:live/__c/fyjcHD/__op/default/__f/index.m3u8
CCTV风云音乐,http://hls.live.cqccn.com/__cl/cg:live/__c/fyyyHD/__op/default/__f/index.m3u8
CCTV风云足球,http://hls.live.cqccn.com/__cl/cg:live/__c/fyzqHD/__op/default/__f/index.m3u8
CCTV央视台球,http://hls.live.cqccn.com/__cl/cg:live/__c/ystqHD/__op/default/__f/index.m3u8
CCTV怀旧剧场,http://hls.live.cqccn.com/__cl/cg:live/__c/hjjcHD/__op/default/__f/index.m3u8
CCTV第一剧场,http://hls.live.cqccn.com/__cl/cg:live/__c/diyijuchangHD/__op/default/__f/index.m3u8
CCTV高尔夫网球,http://hls.live.cqccn.com/__cl/cg:live/__c/golfHD/__op/default/__f/index.m3u8
CCTV文化精品,http://hls.live.cqccn.com/__cl/cg:live/__c/yswhHD/__op/default/__f/index.m3u8
CCTV兵器科技,http://hls.live.cqccn.com/__cl/cg:live/__c/bqkjHD/__op/default/__f/index.m3u8

CCTV风云剧场,http://china.733240.com/cqyx.php?id=shandongHD
CCTV风云剧场,http://china.733240.com/cqyx.php?id=fyjcHD
CCTV风云音乐,http://china.733240.com/cqyx.php?id=fyyyHD
CCTV风云足球,http://china.733240.com/cqyx.php?id=fyzqHD
CCTV怀旧剧场,http://china.733240.com/cqyx.php?id=hjjcHD
CCTV第一剧场,http://china.733240.com/cqyx.php?id=diyijuchangHD
CCTV兵器科技,http://china.733240.com/cqyx.php?id=bqkjHD
CCTV高尔夫网球,http://china.733240.com/cqyx.php?id=golfHD
CCTV央视台球,http://china.733240.com/cqyx.php?id=ystqHD
CCTV女性时尚,http://china.733240.com/cqyx.php?id=nvxing

🐋地方卫视,#genre#
江苏卫视,http://cntv.lat/tv/live.php?auth=231110&id=jiangsuHD
北京卫视,http://cntv.lat/tv/live.php?auth=231110&id=beijingHD
浙江卫视,http://cntv.lat/tv/live.php?auth=231110&id=zhejiangHD
东方卫视,http://cntv.lat/tv/live.php?auth=231110&id=shanghaiHD
深圳卫视,http://cntv.lat/tv/live.php?auth=231110&id=shenzhenHD
